Satellite_PRN_number,year,month,day,hour,minute,second,SV_clock_bias,SV_clock_drift,SV_clock_drift_rate,IODE,C_rs,Delta_n,M0,C_uc,e_Eccentricity,C_us,sqrt_A,T_oe,C_ic,OMEGA0,C_is,i0,C_rc,omega,OMEGA_DOT,IDOT,Codes_on_L2_channel,GPS_Week,L2_P,SV_accuracy,SV_health,TGD,IODS,t_tm,Fit_interval
16,22,1,16,22,0,0,-0.000456598,-5.34E-12,0,90,64.25,4.11E-09,2.000255301,3.26E-06,0.012651398,1.16E-05,5153.59502,79200,-3.35E-07,2.857913244,-1.02E-07,0.970989349,162.5625,0.697916455,-7.58E-09,-4.44E-10,1,2193,0,2,0,-1.02E-08,90,72240,4
18,22,1,16,22,0,0,0.000259483,-7.39E-12,0,67,-61.5,4.38E-09,-0.913988385,-3.24E-06,0.002086521,6.24E-07,5153.628584,79200,-1.12E-08,-1.400622833,-6.89E-08,0.970186241,373.34375,3.111004808,-8.29E-09,-2.25E-10,1,2193,0,2,0,-8.38E-09,67,72270,4
20,22,1,16,22,0,0,0.000517144,-1.14E-13,0,61,-119.96875,4.74E-09,-0.042156806,-6.24E-06,0.005288402,7.56E-06,5153.731239,79200,1.12E-07,-0.526816237,9.31E-09,0.941671919,224.625,3.103346428,-8.22E-09,-7.39E-11,1,2193,0,2,0,-8.38E-09,61,72300,4
23,22,1,16,22,0,0,1.05E-05,-3.87E-12,0,102,-129.1875,3.88E-09,-1.75961835,-6.68E-06,0.001956076,9.57E-06,5153.706932,79200,-6.71E-08,-0.400877756,3.54E-08,0.967443026,198.96875,2.913890501,-7.67E-09,6.79E-11,1,2193,0,2,0,-8.38E-09,358,72330,4
26,22,1,16,22,0,0,0.000174982,3.41E-12,0,80,43.1875,4.83E-09,2.974499495,2.22E-06,0.00678317,1.08E-05,5153.689894,79200,-1.04E-07,2.716557479,-8.75E-08,0.939202519,159.3125,0.351059756,-7.84E-09,-5.15E-10,1,2193,0,2,0,6.98E-09,80,72390,4
29,22,1,16,22,0,0,-0.000468183,-4.89E-12,0,80,126.53125,3.98E-09,1.230407685,6.42E-06,0.001770021,4.19E-06,5153.768362,79200,3.91E-08,-2.394108125,-4.28E-08,0.982241979,306.9375,2.292448954,-7.93E-09,1.54E-10,1,2193,0,2,0,-1.02E-08,80,72420,4
2,22,1,16,22,0,0,-0.000648796,-9.09E-13,0,32,-34.90625,4.79E-09,-0.938685845,-1.58E-06,0.020692778,1.10E-06,5153.671144,79200,-2.94E-07,-1.497582163,1.08E-07,0.964730977,366.25,-1.456534633,-8.75E-09,-5.79E-11,1,2193,0,2,0,-1.77E-08,32,72510,4
30,22,1,16,22,0,0,-0.000507199,-2.61E-12,0,35,-14.21875,5.49E-09,-1.74832959,-9.57E-07,0.005425203,5.04E-06,5153.581465,79200,6.89E-08,1.740465286,-4.28E-08,0.935686298,267.4375,-2.751284603,-8.36E-09,-1.03E-10,1,2193,0,2,0,3.73E-09,35,72540,4
27,22,1,16,22,0,0,7.23E-05,2.14E-11,0,27,138.3125,4.21E-09,1.125702533,7.39E-06,0.010024383,5.48E-06,5153.656271,79200,-3.73E-08,-2.469322015,1.36E-07,0.973907904,279.4375,0.630148333,-8.14E-09,8.29E-11,1,2193,0,2,0,1.86E-09,27,74310,4
10,22,1,16,21,59,44,-0.000295342,-9.66E-12,0,34,-137.0625,3.79E-09,-3.111987171,-7.06E-06,0.007436258,9.79E-06,5153.687122,79184,-3.73E-09,-0.376183036,-7.64E-08,0.972408326,197.0625,-2.535460912,-7.53E-09,8.14E-11,1,2193,0,2,0,2.33E-09,34,75180,4
24,22,1,16,21,59,44,0.000277125,-1.14E-13,0,49,-7.03125,5.64E-09,-0.797930311,-1.56E-07,0.012279064,4.84E-06,5153.687346,79184,1.29E-07,1.644588111,2.29E-07,0.933966997,271.75,0.801207011,-8.56E-09,-1.24E-10,1,2193,0,2,0,2.33E-09,49,78120,4
8,22,1,16,22,0,0,-5.24E-05,-1.59E-12,0,84,142.3125,4.35E-09,1.197143486,7.60E-06,0.007134867,5.27E-06,5153.71397,79200,4.28E-08,-2.488503718,5.77E-08,0.965236059,275.1875,0.08073204,-8.13E-09,5.79E-11,1,2193,0,2.8,0,5.12E-09,84,78360,4
32,22,1,16,23,59,44,-5.17E-05,-6.14E-12,0,8,2.9375,4.44E-09,2.854170853,2.29E-07,0.005420226,8.95E-06,5153.761259,86384,1.86E-09,0.665628948,-4.66E-08,0.957926363,205.0625,-2.373664308,-7.72E-09,6.95E-10,1,2193,0,2,0,4.66E-10,8,81480,4
8,22,1,16,23,59,44,-5.25E-05,-1.59E-12,0,33,148.4375,4.43E-09,2.24504499,7.75E-06,0.007135252,5.48E-06,5153.712811,86384,-9.87E-08,-2.488562675,1.42E-07,0.965237002,277.28125,0.080652701,-8.07E-09,1.88E-10,1,2193,0,2,0,5.12E-09,33,83250,4
